Title,Main_Artist,Original_Artist,Album,Genre,YouTube_URL,Cover_URL,File_Path
Như Vạt Nắng,Như Quỳnh,Nhu Quynh,Rừng Lá Thay Chưa,vpop-bolero-folk,https://music.youtube.com/watch?v=YjQA9jaY8NA,https://i.ytimg.com/vi/YjQA9jaY8NA/maxresdefault.jpg,Như Quỳnh/Rừng Lá Thay Chưa/Như Vạt Nắng.mp3
Nhớ Người Yêu,Như Quỳnh,"Như Quỳnh, Trường Vũ",Nhớ Người Yêu,vpop-bolero-folk,https://music.youtube.com/watch?v=lq_fuD_tHqA,https://i.ytimg.com/vi/lq_fuD_tHqA/maxresdefault.jpg,Như Quỳnh/Nhớ Người Yêu/Nhớ Người Yêu.mp3
Chuyến Đi Về Sáng,Như Quỳnh,Như Quỳnh,Tình Yêu Vỗ Cánh,vpop-bolero-folk,https://music.youtube.com/watch?v=PzdmJO55Mjo,https://i.ytimg.com/vi/PzdmJO55Mjo/maxresdefault.jpg,Như Quỳnh/Tình Yêu Vỗ Cánh/Chuyến Đi Về Sáng.mp3
Hai Kỷ Niệm Một Chuyến Đi,Như Quỳnh,Như Quỳnh,Mùa Xuân Đầu Tiên - Tình Khúc Tuấn Khanh,vpop-bolero-folk,https://music.youtube.com/watch?v=7iKoCBU8mz0,https://i.ytimg.com/vi/7iKoCBU8mz0/maxresdefault.jpg,Như Quỳnh/Mùa Xuân Đầu Tiên - Tình Khúc Tuấn Khanh/Hai Kỷ Niệm Một Chuyến Đi.mp3
Chờ Người,Như Quỳnh,Như Quỳnh,Em Vẫn Hoài Yêu Anh,vpop-bolero-folk,https://music.youtube.com/watch?v=FUKX5Dl2pAw,https://i.ytimg.com/vi/FUKX5Dl2pAw/maxresdefault.jpg,Như Quỳnh/Em Vẫn Hoài Yêu Anh/Chờ Người.mp3
Đường Xưa Lối Cũ,Như Quỳnh,Như Quỳnh,Đường Xưa Lối Cũ,vpop-bolero-folk,https://music.youtube.com/watch?v=uRMBCvHX3lg,https://i.ytimg.com/vi/uRMBCvHX3lg/maxresdefault.jpg,Như Quỳnh/Đường Xưa Lối Cũ/Đường Xưa Lối Cũ.mp3
Liên khúc Ngày sau sẽ ra sao,Như Quỳnh,"Như Quỳnh, Lâm Thúy Vân, Mạnh Đình",Liên Khúc Chiều Mưa 3,vpop-bolero-folk,https://music.youtube.com/watch?v=BeII7E6ENIs,https://i.ytimg.com/vi/BeII7E6ENIs/maxresdefault.jpg,Như Quỳnh/Liên Khúc Chiều Mưa 3/Liên khúc Ngày sau sẽ ra sao.mp3
Nỗi Buồn Châu Pha,Như Quỳnh,Như Quỳnh,Nỗi Buồn Châu Pha,vpop-bolero-folk,https://music.youtube.com/watch?v=AHUJsX12ouE,https://i.ytimg.com/vi/AHUJsX12ouE/maxresdefault.jpg,Như Quỳnh/Nỗi Buồn Châu Pha/Nỗi Buồn Châu Pha.mp3
Chuyện Tình Người Trinh Nữ Tên Thi,Như Quỳnh,Như Quỳnh,Ai Buồn Hơn Ai,vpop-bolero-folk,https://music.youtube.com/watch?v=k7ax8VrlrPs,https://i.ytimg.com/vi/k7ax8VrlrPs/maxresdefault.jpg,Như Quỳnh/Ai Buồn Hơn Ai/Chuyện Tình Người Trinh Nữ Tên Thi.mp3
Huế Buồn,Như Quỳnh,Như Quỳnh,Huế Buồn - Tình Khúc Lê Dinh,vpop-bolero-folk,https://music.youtube.com/watch?v=wKrXJZfCIhI,https://i.ytimg.com/vi/wKrXJZfCIhI/maxresdefault.jpg,Như Quỳnh/Huế Buồn - Tình Khúc Lê Dinh/Huế Buồn.mp3
Còn Thương Rau Đắng Mọc Sau Hè,Như Quỳnh,Như Quỳnh,Sài Gòn,vpop-bolero-folk,https://music.youtube.com/watch?v=f00oXbwTrhc,https://i.ytimg.com/vi/f00oXbwTrhc/maxresdefault.jpg,Như Quỳnh/Sài Gòn/Còn Thương Rau Đắng Mọc Sau Hè.mp3
Trả Lại Thời Gian,Như Quỳnh,Như Quỳnh,Nếu Đời Không Có Anh,vpop-bolero-folk,https://music.youtube.com/watch?v=w6KJCACuyeI,https://i.ytimg.com/vi/w6KJCACuyeI/maxresdefault.jpg,Như Quỳnh/Nếu Đời Không Có Anh/Trả Lại Thời Gian.mp3
Sắc Hoa Màu Nhớ,Như Quỳnh,"Như Quỳnh, Thế Sơn",Hai Đứa Nghèo,vpop-bolero-folk,https://music.youtube.com/watch?v=5KB90LWa_Cs,https://i.ytimg.com/vi/5KB90LWa_Cs/maxresdefault.jpg,Như Quỳnh/Hai Đứa Nghèo/Sắc Hoa Màu Nhớ.mp3
Mười Ngón Tay Tình Yêu,Như Quỳnh,Như Quỳnh,Tình Ơi Có Hay,vpop-bolero-folk,https://music.youtube.com/watch?v=BS3UP8-qqG0,https://i.ytimg.com/vi/BS3UP8-qqG0/maxresdefault.jpg,Như Quỳnh/Tình Ơi Có Hay/Mười Ngón Tay Tình Yêu.mp3
Tình Yêu Vỗ Cánh,Như Quỳnh,Như Quỳnh,Tình Yêu Vỗ Cánh,vpop-bolero-folk,https://music.youtube.com/watch?v=kfv44yeGGxg,https://i.ytimg.com/vi/kfv44yeGGxg/maxresdefault.jpg,Như Quỳnh/Tình Yêu Vỗ Cánh/Tình Yêu Vỗ Cánh.mp3
Xin Đừng Trách Chim Đa Đa,Như Quỳnh,Như Quỳnh,Xin Đừng Trách Đa Đa,vpop-bolero-folk,https://music.youtube.com/watch?v=yUfHNvlw8ls,https://i.ytimg.com/vi/yUfHNvlw8ls/maxresdefault.jpg,Như Quỳnh/Xin Đừng Trách Đa Đa/Xin Đừng Trách Chim Đa Đa.mp3
Ngại Ngùng,Như Quỳnh,Như Quỳnh,Thoát Ly - Tình Khúc Quốc Dũng,vpop-bolero-folk,https://music.youtube.com/watch?v=lUPHXJckVlI,https://i.ytimg.com/vi/lUPHXJckVlI/maxresdefault.jpg,Như Quỳnh/Thoát Ly - Tình Khúc Quốc Dũng/Ngại Ngùng.mp3
LK Trăng Về Thôn Dã - Rước Tình Về Với Quê Hương,Như Quỳnh,"Như Quỳnh, Phi Nhung, Mạnh Quỳnh, Thế Sơn",Bài Ca Tết Cho Em,vpop-bolero-folk,https://music.youtube.com/watch?v=6yjh-HA9aUs,https://i.ytimg.com/vi/6yjh-HA9aUs/maxresdefault.jpg,Như Quỳnh/Bài Ca Tết Cho Em/LK Trăng Về Thôn Dã - Rước Tình Về Với Quê Hương.mp3
Nửa Vầng Trăng,Như Quỳnh,Như Quỳnh,Nhớ... Nửa Vầng Trăng,vpop-bolero-folk,https://music.youtube.com/watch?v=q_0XtyBUbS8,https://i.ytimg.com/vi/q_0XtyBUbS8/maxresdefault.jpg,Như Quỳnh/Nhớ... Nửa Vầng Trăng/Nửa Vầng Trăng.mp3
Cẩm Ly | Em Sẽ Là Người Ra Đi,Cẩm Ly,Cẩm Ly,Em Sẽ Là Người Ra Đi,vpop-bolero-folk,https://music.youtube.com/watch?v=SORFpV54Alo,https://i.ytimg.com/vi/SORFpV54Alo/maxresdefault.jpg,Cẩm Ly/Em Sẽ Là Người Ra Đi/Cẩm Ly _ Em Sẽ Là Người Ra Đi.mp3
Kẻ Đứng Sau Tình Yêu,Cẩm Ly,Cẩm Ly,Kẻ Đứng Sau Tình Yêu,vpop-bolero-folk,https://music.youtube.com/watch?v=378BR8vzj5A,https://i.ytimg.com/vi/378BR8vzj5A/maxresdefault.jpg,Cẩm Ly/Kẻ Đứng Sau Tình Yêu/Kẻ Đứng Sau Tình Yêu.mp3
Đêm Gành Hào Nghe Điệu Hoài Lang,Cẩm Ly,"Quang Lê, Cẩm Ly",Xuân Phát Tài 9,vpop-bolero-folk,https://music.youtube.com/watch?v=qbf-nV0dWGU,https://i.ytimg.com/vi/qbf-nV0dWGU/maxresdefault.jpg,Cẩm Ly/Xuân Phát Tài 9/Đêm Gành Hào Nghe Điệu Hoài Lang.mp3
"Cẩm Ly, Vân Quang Long | Nợ Duyên",Cẩm Ly,"Cẩm Ly, Vân Quang Long",Nợ Duyên,vpop-bolero-folk,https://music.youtube.com/watch?v=0BxoWEZhQng,https://i.ytimg.com/vi/0BxoWEZhQng/maxresdefault.jpg,"Cẩm Ly/Nợ Duyên/Cẩm Ly, Vân Quang Long _ Nợ Duyên.mp3"
Vọng Cổ Buồn (Bonus),Cẩm Ly,Cẩm Ly,Lâu Đài Tình Ái,vpop-bolero-folk,https://music.youtube.com/watch?v=CJRf312Lr7c,https://i.ytimg.com/vi/CJRf312Lr7c/maxresdefault.jpg,Cẩm Ly/Lâu Đài Tình Ái/Vọng Cổ Buồn (Bonus).mp3
Người Việt Mình Thương Nhau,Cẩm Ly,"Cẩm Ly, Hòa Minzy",Người Việt Mình Thương Nhau,vpop-bolero-folk,https://music.youtube.com/watch?v=sTIkFYgk_aw,https://i.ytimg.com/vi/sTIkFYgk_aw/maxresdefault.jpg,Cẩm Ly/Người Việt Mình Thương Nhau/Người Việt Mình Thương Nhau.mp3
Cafe Miệt Vườn (feat. Quốc Đại),Cẩm Ly,"Cẩm Ly, Quốc Đại",Áng Mây Buồn,vpop-bolero-folk,https://music.youtube.com/watch?v=Lv3NfNUGNZw,https://i.ytimg.com/vi/Lv3NfNUGNZw/maxresdefault.jpg,Cẩm Ly/Áng Mây Buồn/Cafe Miệt Vườn (feat. Quốc Đại).mp3
Chim trắng mồ côi,Cẩm Ly,Cẩm Ly,Căn Nhà Ngoại Ô,vpop-bolero-folk,https://music.youtube.com/watch?v=3rrpk03M8jc,https://i.ytimg.com/vi/3rrpk03M8jc/maxresdefault.jpg,Cẩm Ly/Căn Nhà Ngoại Ô/Chim trắng mồ côi.mp3
Ảo Mộng Tình Yêu (feat. Cẩm Ly),Cẩm Ly,"Đan Trường, Cẩm Ly",Bóng Dáng Thiên Thần,vpop-bolero-folk,https://music.youtube.com/watch?v=C52-4wbOxQI,https://i.ytimg.com/vi/C52-4wbOxQI/maxresdefault.jpg,Cẩm Ly/Bóng Dáng Thiên Thần/Ảo Mộng Tình Yêu (feat. Cẩm Ly).mp3
Cẩm Ly | Tiếng Thạch Sùng,Cẩm Ly,Cẩm Ly,Thương Áo Bà Ba,vpop-bolero-folk,https://music.youtube.com/watch?v=gLHgOW1rx7w,https://i.ytimg.com/vi/gLHgOW1rx7w/maxresdefault.jpg,Cẩm Ly/Thương Áo Bà Ba/Cẩm Ly _ Tiếng Thạch Sùng.mp3
Người Về Cuối Phố,Cẩm Ly,Cẩm Ly,Áng Mây Buồn,vpop-bolero-folk,https://music.youtube.com/watch?v=ciZapKBSzVc,https://i.ytimg.com/vi/ciZapKBSzVc/maxresdefault.jpg,Cẩm Ly/Áng Mây Buồn/Người Về Cuối Phố.mp3
Sao Anh Ra Di,Cẩm Ly,Cẩm Ly,Sao Anh Ra Di,vpop-bolero-folk,https://music.youtube.com/watch?v=1vw0F8vizn0,https://i.ytimg.com/vi/1vw0F8vizn0/maxresdefault.jpg,Cẩm Ly/Sao Anh Ra Di/Sao Anh Ra Di.mp3
Về Miền Tây,Cẩm Ly,"Quốc Đại, Cẩm Ly, Y Vân, Văn Thế Bảo",Quê Hương,vpop-bolero-folk,https://music.youtube.com/watch?v=oPa37fUQcbQ,https://i.ytimg.com/vi/oPa37fUQcbQ/maxresdefault.jpg,Cẩm Ly/Quê Hương/Về Miền Tây.mp3
Áng Mây Buồn,Cẩm Ly,Cẩm Ly,Áng Mây Buồn,vpop-bolero-folk,https://music.youtube.com/watch?v=XtJCrjHjwuw,https://i.ytimg.com/vi/XtJCrjHjwuw/maxresdefault.jpg,Cẩm Ly/Áng Mây Buồn/Áng Mây Buồn.mp3
Trai Tài Gái Sắc,Cẩm Ly,"Cẩm Ly, Hoài Linh",Sao Em Nỡ Vội Lấy Chồng,vpop-bolero-folk,https://music.youtube.com/watch?v=msDItvLDNmA,https://i.ytimg.com/vi/msDItvLDNmA/maxresdefault.jpg,Cẩm Ly/Sao Em Nỡ Vội Lấy Chồng/Trai Tài Gái Sắc.mp3
Ru Lại Câu Hò,Cẩm Ly,Cẩm Ly,Áng Mây Buồn,vpop-bolero-folk,https://music.youtube.com/watch?v=A_ew0_ouC8k,https://i.ytimg.com/vi/A_ew0_ouC8k/maxresdefault.jpg,Cẩm Ly/Áng Mây Buồn/Ru Lại Câu Hò.mp3
Đau Xót Lý Con Cua,Cẩm Ly,"Cẩm Ly, Đan Trường",Lâu Đài Tình Ái,vpop-bolero-folk,https://music.youtube.com/watch?v=1ig9LSZ2MiU,https://i.ytimg.com/vi/1ig9LSZ2MiU/maxresdefault.jpg,Cẩm Ly/Lâu Đài Tình Ái/Đau Xót Lý Con Cua.mp3
Về Đâu Mái Tóc Người Thương,Cẩm Ly,Cẩm Ly,Tình Theo Gió Mây,vpop-bolero-folk,https://music.youtube.com/watch?v=saWnjP2nU6E,https://i.ytimg.com/vi/saWnjP2nU6E/maxresdefault.jpg,Cẩm Ly/Tình Theo Gió Mây/Về Đâu Mái Tóc Người Thương.mp3
Cẩm Ly x Quang Linh | Kỷ Niệm Nào Buồn,Cẩm Ly,"Cẩm Ly, Quang Linh",Người Hãy Hứa Với Tôi,vpop-bolero-folk,https://music.youtube.com/watch?v=5RoVg2hp900,https://i.ytimg.com/vi/5RoVg2hp900/maxresdefault.jpg,Cẩm Ly/Người Hãy Hứa Với Tôi/Cẩm Ly x Quang Linh _ Kỷ Niệm Nào Buồn.mp3
Liên khúc Sao chưa thấy hồi âm - Mưa nửa đêm,Cẩm Ly,"Cẩm Ly, Quang Lê",Xuân Phát Tài 9,vpop-bolero-folk,https://music.youtube.com/watch?v=EEfBr7YyZ4g,https://i.ytimg.com/vi/EEfBr7YyZ4g/maxresdefault.jpg,Cẩm Ly/Xuân Phát Tài 9/Liên khúc Sao chưa thấy hồi âm - Mưa nửa đêm.mp3
Cây Bã Đậu,Cẩm Ly,"Cẩm Ly, Quốc Đại",Áng Mây Buồn,vpop-bolero-folk,https://music.youtube.com/watch?v=793vKj9y1lM,https://i.ytimg.com/vi/793vKj9y1lM/maxresdefault.jpg,Cẩm Ly/Áng Mây Buồn/Cây Bã Đậu.mp3
Ngoại Ơi Con Về,Cẩm Ly,Cam Ly,Ngoại Ơi Con Về,vpop-bolero-folk,https://music.youtube.com/watch?v=uW1X_dQ0kos,https://i.ytimg.com/vi/uW1X_dQ0kos/maxresdefault.jpg,Cẩm Ly/Ngoại Ơi Con Về/Ngoại Ơi Con Về.mp3
Nỗi Buồn Chim Sáo,Cẩm Ly,Cẩm Ly,Nỗi Buồn Chim Sáo,vpop-bolero-folk,https://music.youtube.com/watch?v=Aqj5oUJBLuw,https://i.ytimg.com/vi/Aqj5oUJBLuw/maxresdefault.jpg,Cẩm Ly/Nỗi Buồn Chim Sáo/Nỗi Buồn Chim Sáo.mp3
Cô Gái Mở Đường,Cẩm Ly,Cẩm Ly,Cô Gái Mở Đường,vpop-bolero-folk,https://music.youtube.com/watch?v=QYEShI7UPT8,https://i.ytimg.com/vi/QYEShI7UPT8/maxresdefault.jpg,Cẩm Ly/Cô Gái Mở Đường/Cô Gái Mở Đường.mp3
Mình Ơi,Cẩm Ly,Cam Ly,Gõ Cửa Trái Tim,vpop-bolero-folk,https://music.youtube.com/watch?v=Glj090djElM,https://i.ytimg.com/vi/Glj090djElM/maxresdefault.jpg,Cẩm Ly/Gõ Cửa Trái Tim/Mình Ơi.mp3
Phút Biệt Ly,Cẩm Ly,"Cẩm Ly, Vân Quang Long",Áng Mây Buồn,vpop-bolero-folk,https://music.youtube.com/watch?v=ovW4n2UaQO8,https://i.ytimg.com/vi/ovW4n2UaQO8/maxresdefault.jpg,Cẩm Ly/Áng Mây Buồn/Phút Biệt Ly.mp3
Tinh Ngo La Mo,Cẩm Ly,Cam Ly & Van Q. Long,Trai Tim Mau Vang,vpop-bolero-folk,https://music.youtube.com/watch?v=4IBdl0Cb-_0,https://i.ytimg.com/vi/4IBdl0Cb-_0/maxresdefault.jpg,Cẩm Ly/Trai Tim Mau Vang/Tinh Ngo La Mo.mp3
Anh Đi Giữ Vườn (feat. Quoc Dai),Cẩm Ly,"Cẩm Ly, Quoc Dai",Hương Tình Trà Vinh,vpop-bolero-folk,https://music.youtube.com/watch?v=v-OMdrYWA3o,https://i.ytimg.com/vi/v-OMdrYWA3o/maxresdefault.jpg,Cẩm Ly/Hương Tình Trà Vinh/Anh Đi Giữ Vườn (feat. Quoc Dai).mp3
Lâu Đài Tình Ái,Cẩm Ly,"Cẩm Ly, Quốc Đại",Lâu Đài Tình Ái,vpop-bolero-folk,https://music.youtube.com/watch?v=7A33N2ShdjY,https://i.ytimg.com/vi/7A33N2ShdjY/maxresdefault.jpg,Cẩm Ly/Lâu Đài Tình Ái/Lâu Đài Tình Ái.mp3
Cẩm Ly x Quang Linh | Thương Nhau Lý Tơ Hồng,Cẩm Ly,"Cẩm Ly, Quang Linh",Người Hãy Hứa Với Tôi,vpop-bolero-folk,https://music.youtube.com/watch?v=vscgk5azjJs,https://i.ytimg.com/vi/vscgk5azjJs/maxresdefault.jpg,Cẩm Ly/Người Hãy Hứa Với Tôi/Cẩm Ly x Quang Linh _ Thương Nhau Lý Tơ Hồng.mp3
Vàm Cỏ Đông,Cẩm Ly,Cẩm Ly,Cô Gái Mở Đường,vpop-bolero-folk,https://music.youtube.com/watch?v=L1U0jIcs7lo,https://i.ytimg.com/vi/L1U0jIcs7lo/maxresdefault.jpg,Cẩm Ly/Cô Gái Mở Đường/Vàm Cỏ Đông.mp3
LK Tuổi Mộng Xứ Đông,Cẩm Ly,Cẩm Ly,Hàn Mặc Tử,vpop-bolero-folk,https://music.youtube.com/watch?v=igSGjafHHzs,https://i.ytimg.com/vi/igSGjafHHzs/maxresdefault.jpg,Cẩm Ly/Hàn Mặc Tử/LK Tuổi Mộng Xứ Đông.mp3
Khung trời ngày xưa,Cẩm Ly,"Cẩm Ly, Đan Trường",Con Sóng Yêu Thương,vpop-bolero-folk,https://music.youtube.com/watch?v=ufu9bqzHFGI,https://i.ytimg.com/vi/ufu9bqzHFGI/maxresdefault.jpg,Cẩm Ly/Con Sóng Yêu Thương/Khung trời ngày xưa.mp3
Sầu Đâu Quê Ngoại,Cẩm Ly,Cẩm Ly,Nỗi Đau Ngày Qua,vpop-bolero-folk,https://music.youtube.com/watch?v=HcK7IRgnT_4,https://i.ytimg.com/vi/HcK7IRgnT_4/maxresdefault.jpg,Cẩm Ly/Nỗi Đau Ngày Qua/Sầu Đâu Quê Ngoại.mp3
Tuổi Mộng Xứ Đông,Cẩm Ly,Cẩm Ly,Áo Em Chưa Mặc Một Lần,vpop-bolero-folk,https://music.youtube.com/watch?v=6bPYv73_tOM,https://i.ytimg.com/vi/6bPYv73_tOM/maxresdefault.jpg,Cẩm Ly/Áo Em Chưa Mặc Một Lần/Tuổi Mộng Xứ Đông.mp3
Noi Buon Me Toi,Cẩm Ly,Cam Ly,Doi Cho Nhung Mua Dong,vpop-bolero-folk,https://music.youtube.com/watch?v=-tAnmKTkucA,https://i.ytimg.com/vi/-tAnmKTkucA/maxresdefault.jpg,Cẩm Ly/Doi Cho Nhung Mua Dong/Noi Buon Me Toi.mp3
Người đến sau,Cẩm Ly,Cẩm Ly,Người đến sau … Sao anh ta đi,vpop-bolero-folk,https://music.youtube.com/watch?v=fWYTKERhpDs,https://i.ytimg.com/vi/fWYTKERhpDs/maxresdefault.jpg,Cẩm Ly/Người đến sau … Sao anh ta đi/Người đến sau.mp3
Dấu Chân Tình Buồn,Cẩm Ly,Cẩm Ly,Con Gái Khi Yêu,vpop-bolero-folk,https://music.youtube.com/watch?v=upKnqcaLorQ,https://i.ytimg.com/vi/upKnqcaLorQ/maxresdefault.jpg,Cẩm Ly/Con Gái Khi Yêu/Dấu Chân Tình Buồn.mp3
Gặp Nhau (feat. Quoc Dai),Cẩm Ly,"Cẩm Ly, Quoc Dai",Hương Tình Trà Vinh,vpop-bolero-folk,https://music.youtube.com/watch?v=eB-z6BmKIcc,https://i.ytimg.com/vi/eB-z6BmKIcc/maxresdefault.jpg,Cẩm Ly/Hương Tình Trà Vinh/Gặp Nhau (feat. Quoc Dai).mp3
Đà Lạt Hoàng Hôn,Cẩm Ly,Cẩm Ly,Áng Mây Buồn,vpop-bolero-folk,https://music.youtube.com/watch?v=hn14uLV1fwQ,https://i.ytimg.com/vi/hn14uLV1fwQ/maxresdefault.jpg,Cẩm Ly/Áng Mây Buồn/Đà Lạt Hoàng Hôn.mp3
Em Đi Qua Cầu Cây,Cẩm Ly,Cẩm Ly,Con Gái Khi Yêu,vpop-bolero-folk,https://music.youtube.com/watch?v=uZBw9qNNvcA,https://i.ytimg.com/vi/uZBw9qNNvcA/maxresdefault.jpg,Cẩm Ly/Con Gái Khi Yêu/Em Đi Qua Cầu Cây.mp3
Bìm Bịp Kêu Chiều,Cẩm Ly,Cẩm Ly,Áng Mây Buồn,vpop-bolero-folk,https://music.youtube.com/watch?v=NT1DlTY2pfQ,https://i.ytimg.com/vi/NT1DlTY2pfQ/maxresdefault.jpg,Cẩm Ly/Áng Mây Buồn/Bìm Bịp Kêu Chiều.mp3
Nhớ Mẹ Lý Mồ Côi,Cẩm Ly,Cẩm Ly,Nhớ Mẹ Lý Mồ Côi,vpop-bolero-folk,https://music.youtube.com/watch?v=XPkd7I-fUX0,https://i.ytimg.com/vi/XPkd7I-fUX0/maxresdefault.jpg,Cẩm Ly/Nhớ Mẹ Lý Mồ Côi/Nhớ Mẹ Lý Mồ Côi.mp3
Gợi Nhớ Quê Hương,Cẩm Ly,Cẩm Ly,Quê Hương,vpop-bolero-folk,https://music.youtube.com/watch?v=l9SL-cGJyHI,https://i.ytimg.com/vi/l9SL-cGJyHI/maxresdefault.jpg,Cẩm Ly/Quê Hương/Gợi Nhớ Quê Hương.mp3
Yêu Trong Niềm Đau,Cẩm Ly,Cẩm Ly,Tìm Lại Dấu Yêu,vpop-bolero-folk,https://music.youtube.com/watch?v=bRsCc5q8-zY,https://i.ytimg.com/vi/bRsCc5q8-zY/maxresdefault.jpg,Cẩm Ly/Tìm Lại Dấu Yêu/Yêu Trong Niềm Đau.mp3
Tham Mong,Cẩm Ly,Cam Ly & Van Q. Long,Anh Co Quen Em,vpop-bolero-folk,https://music.youtube.com/watch?v=qn4tIftx144,https://i.ytimg.com/vi/qn4tIftx144/maxresdefault.jpg,Cẩm Ly/Anh Co Quen Em/Tham Mong.mp3
Loi Cuoi Cho Tinh Yeu,Cẩm Ly,Cam Ly & Van Q. Long,Trai Tim Mau Vang,vpop-bolero-folk,https://music.youtube.com/watch?v=p2FVKlXtmTs,https://i.ytimg.com/vi/p2FVKlXtmTs/maxresdefault.jpg,Cẩm Ly/Trai Tim Mau Vang/Loi Cuoi Cho Tinh Yeu.mp3
Biển Tình,Cẩm Ly,"Quốc Đại, Cẩm Ly",Đừng Nói Xa Nhau - Tuyển Tập Quốc Ðại,vpop-bolero-folk,https://music.youtube.com/watch?v=81HyFgGrTks,https://i.ytimg.com/vi/81HyFgGrTks/maxresdefault.jpg,Cẩm Ly/Đừng Nói Xa Nhau - Tuyển Tập Quốc Ðại/Biển Tình.mp3
Chiếc Khăn Tay,Cẩm Ly,Cẩm Ly,Áng Mây Buồn,vpop-bolero-folk,https://music.youtube.com/watch?v=Q6Cgg2lx_lM,https://i.ytimg.com/vi/Q6Cgg2lx_lM/maxresdefault.jpg,Cẩm Ly/Áng Mây Buồn/Chiếc Khăn Tay.mp3
Em Vẫn Lầm Tin Anh,Cẩm Ly,Cẩm Ly,Em Sẽ Quên... Đêm Có Mưa Rơi,vpop-bolero-folk,https://music.youtube.com/watch?v=fBPIgITD2Fk,https://i.ytimg.com/vi/fBPIgITD2Fk/maxresdefault.jpg,Cẩm Ly/Em Sẽ Quên... Đêm Có Mưa Rơi/Em Vẫn Lầm Tin Anh.mp3
Nối Lại Tình Xưa,Mạnh Quỳnh,"Như Quỳnh, Mạnh Quỳnh",Nối Lại Tình Xưa,vpop-bolero-folk,https://music.youtube.com/watch?v=cil05Ed8jFY,https://i.ytimg.com/vi/cil05Ed8jFY/maxresdefault.jpg,Mạnh Quỳnh/Nối Lại Tình Xưa/Nối Lại Tình Xưa.mp3
LK Căn Nhà Màu Tím & Bài Ca Của Nàng,Mạnh Quỳnh,"Mạnh Quỳnh, Phi Nhung",Bài Ca Kỷ Niệm,vpop-bolero-folk,https://music.youtube.com/watch?v=Dg_u7JCP8Qs,https://i.ytimg.com/vi/Dg_u7JCP8Qs/maxresdefault.jpg,Mạnh Quỳnh/Bài Ca Kỷ Niệm/LK Căn Nhà Màu Tím & Bài Ca Của Nàng.mp3
Tân Cổ Nếu Chúng Mình Cách Trở,Mạnh Quỳnh,"Phi Nhung, Mạnh Quỳnh",Áo Em Chưa Mặc Một Lần & Vòng Nhẫn Cưới,vpop-bolero-folk,https://music.youtube.com/watch?v=lW1VwnQvHQo,https://i.ytimg.com/vi/lW1VwnQvHQo/maxresdefault.jpg,Mạnh Quỳnh/Áo Em Chưa Mặc Một Lần & Vòng Nhẫn Cưới/Tân Cổ Nếu Chúng Mình Cách Trở.mp3
LK Lại Nhớ Người Yêu & Ước Mộng Đôi Ta,Mạnh Quỳnh,"Phi Nhung, Mạnh Quỳnh",Chiều Mưa Biên Giới,vpop-bolero-folk,https://music.youtube.com/watch?v=EgwIJvr2qtk,https://i.ytimg.com/vi/EgwIJvr2qtk/maxresdefault.jpg,Mạnh Quỳnh/Chiều Mưa Biên Giới/LK Lại Nhớ Người Yêu & Ước Mộng Đôi Ta.mp3
Tân Cổ Căn Nhà Màu Tím,Mạnh Quỳnh,"Phi Nhung, Mạnh Quỳnh",Căn Nhà Màu Tím,vpop-bolero-folk,https://music.youtube.com/watch?v=XyvzcW1Wpc0,https://i.ytimg.com/vi/XyvzcW1Wpc0/maxresdefault.jpg,Mạnh Quỳnh/Căn Nhà Màu Tím/Tân Cổ Căn Nhà Màu Tím.mp3
Tân Cổ: Phận Gái Thuyền Quyên,Mạnh Quỳnh,"Phi Nhung, Mạnh Quỳnh",Tân Cổ Giao Duyên,vpop-bolero-folk,https://music.youtube.com/watch?v=wYA7y3dK66o,https://i.ytimg.com/vi/wYA7y3dK66o/maxresdefault.jpg,Mạnh Quỳnh/Tân Cổ Giao Duyên/Tân Cổ_ Phận Gái Thuyền Quyên.mp3
Tân Cổ: Lý Chim Quyên,Mạnh Quỳnh,"Phi Nhung, Mạnh Quỳnh",Tân Cổ Giao Duyên,vpop-bolero-folk,https://music.youtube.com/watch?v=Jc6N2DRYg6A,https://i.ytimg.com/vi/Jc6N2DRYg6A/maxresdefault.jpg,Mạnh Quỳnh/Tân Cổ Giao Duyên/Tân Cổ_ Lý Chim Quyên.mp3
Hờn Anh Giận Em (tân cổ),Mạnh Quỳnh,"Phi Nhung, Mạnh Quỳnh",Tân Cổ Giao Duyên 3,vpop-bolero-folk,https://music.youtube.com/watch?v=pDp0JL_aI0U,https://i.ytimg.com/vi/pDp0JL_aI0U/maxresdefault.jpg,Mạnh Quỳnh/Tân Cổ Giao Duyên 3/Hờn Anh Giận Em (tân cổ).mp3
Dù Anh Nghèo,Mạnh Quỳnh,"Phi Nhung, Mạnh Quỳnh",Căn Nhà Màu Tím,vpop-bolero-folk,https://music.youtube.com/watch?v=zj1F7NyFFvo,https://i.ytimg.com/vi/zj1F7NyFFvo/maxresdefault.jpg,Mạnh Quỳnh/Căn Nhà Màu Tím/Dù Anh Nghèo.mp3
