Title,Main_Artist,Original_Artist,Album,Genre,YouTube_URL,Cover_URL,File_Path
If I Can't Have You (Gryffin Remix),Shawn Mendes,"Shawn Mendes, Gryffin",If I Can't Have You,usuk-pop,https://music.youtube.com/watch?v=TMTg8f4scYM,https://i.ytimg.com/vi/TMTg8f4scYM/maxresdefault.jpg,Shawn Mendes/If I Can't Have You/If I Can't Have You (Gryffin Remix).mp3
Dream,Shawn Mendes,Shawn Mendes,Wonder,usuk-pop,https://music.youtube.com/watch?v=JvXtPx2z9Ys,https://i.ytimg.com/vi/JvXtPx2z9Ys/maxresdefault.jpg,Shawn Mendes/Wonder/Dream.mp3
Stitches (MTV Unplugged),Shawn Mendes,Shawn Mendes,MTV Unplugged,usuk-pop,https://music.youtube.com/watch?v=_2S9dOTXgaA,https://i.ytimg.com/vi/_2S9dOTXgaA/maxresdefault.jpg,Shawn Mendes/MTV Unplugged/Stitches (MTV Unplugged).mp3
Call My Friends,Shawn Mendes,Shawn Mendes,Wonder,usuk-pop,https://music.youtube.com/watch?v=WZ1YBuP1IZY,https://i.ytimg.com/vi/WZ1YBuP1IZY/maxresdefault.jpg,Shawn Mendes/Wonder/Call My Friends.mp3
Wonder (Live From The Wonder Residencies),Shawn Mendes,Shawn Mendes,Wonder,usuk-pop,https://music.youtube.com/watch?v=0rAWC_-DCX8,https://i.ytimg.com/vi/0rAWC_-DCX8/maxresdefault.jpg,Shawn Mendes/Wonder/Wonder (Live From The Wonder Residencies).mp3
The Mountain,Shawn Mendes,Shawn Mendes,Shawn,usuk-pop,https://music.youtube.com/watch?v=T_aL84BIJ2Q,https://i.ytimg.com/vi/T_aL84BIJ2Q/maxresdefault.jpg,Shawn Mendes/Shawn/The Mountain.mp3
Mercy (Loote Remix),Shawn Mendes,Shawn Mendes,Mercy,usuk-pop,https://music.youtube.com/watch?v=wXKG_QdZQZg,https://i.ytimg.com/vi/wXKG_QdZQZg/maxresdefault.jpg,Shawn Mendes/Mercy/Mercy (Loote Remix).mp3
Use Somebody/Treat You Better (MTV Unplugged),Shawn Mendes,Shawn Mendes,MTV Unplugged,usuk-pop,https://music.youtube.com/watch?v=U-o4NA1UepA,https://i.ytimg.com/vi/U-o4NA1UepA/maxresdefault.jpg,Shawn Mendes/MTV Unplugged/Use Somebody_Treat You Better (MTV Unplugged).mp3
Take A Look At Us Now (Finale),Shawn Mendes,"Shawn Mendes, Winslow Fegley, Lyle， Lyle Crocodile Ensemble","Lyle, Lyle, Crocodile",usuk-pop,https://music.youtube.com/watch?v=75TDfrAV6fY,https://i.ytimg.com/vi/75TDfrAV6fY/maxresdefault.jpg,"Shawn Mendes/Lyle, Lyle, Crocodile/Take A Look At Us Now (Finale).mp3"
Understand,Shawn Mendes,Shawn Mendes,Illuminate,usuk-pop,https://music.youtube.com/watch?v=FBsI3YTdZjw,https://i.ytimg.com/vi/FBsI3YTdZjw/maxresdefault.jpg,Shawn Mendes/Illuminate/Understand.mp3
